Cost information,IDB study,Journal Rank,assigned_project_user,authors,cells,confidence_rating,continents,countries,doi,evaluation_method,evidence_types,id,income_level,intervention_ids,intervention_labels,journal_name,keywords_string,outcome_ids,outcome_labels,publication_of_type,publication_of_type_short,record_id,status,study_status,title,type,url,year_of_publication
None,Yes,Q1,,"Scholl, Lynn; Bedoya, Felipe; Sabogal-Cardona, Orlando; Oviedo, Daniel","[""Transportation network companies (ride-sharing firms) | Public transit access and use""]",,"[""Latin America and Caribbean""]","[""Colombia""]",10.1016/j.rtbm.2022.100901,Fixed effects (incl. DiD),"[""Impact evaluations""]",34522,"[""Upper middle income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",RESEARCH IN TRANSPORTATION BUSINESS AND MANAGEMENT,Program Impact Evaluation|| Transportation network companies|| ride-hailing|| Latin America|| Public Transit.,"[""2177""]","[""Public transit access and use""]",Journal article,JOUR,34522,Published,completed,Making the Links Between Ride-Hailing and Public Transit Ridership: Impacts in Medium and Large Colombian Cities,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/making-the-links-between-ride-hailing-and-public-transit-ridership--impacts-in-medium-and-large-colombian-cities/34522,2022
None,No,Q2,,"Wang, Yiyuan; Shen, Qing; Vernez, Anne","[""Transportation network companies (ride-sharing firms) | Public transit access and use"", ""Transportation network companies (ride-sharing firms) | Private vehicle use""]",,"[""North America""]","[""United States""]",10.1177/03611981211055669,Fixed effects (incl. DiD),"[""Impact evaluations""]",33659,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",TRANSPORTATION RESEARCH RECORD,,"[""2177"", ""2178""]","[""Public transit access and use"", ""Private vehicle use""]",Journal article,JOUR,33659,Published EGM,completed,How Does Ride-Hailing Influence Individual Mode Choice? An Examination Using Longitudinal Trip Data from the Seattle Region,ier,https://pubmed.ncbi.nlm.nih.gov/35694240/,2022
None,No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Cairncross, John Finlay","[""Transportation network companies (ride-sharing firms) | Public transit access and use"", ""Transportation network companies (ride-sharing firms) | Travel time, commuting and speed"", ""Transportation network companies (ride-sharing firms) | Transport safety""]",,"[""North America""]","[""Canada""]",,Synthetic control,"[""Impact evaluations""]",33811,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",University of Toronto,,"[""2177"", ""2181"", ""2183""]","[""Public transit access and use"", ""Travel time, commuting and speed"", ""Transport safety""]",Thesis,Thesis,33811,Published EGM,completed,VancUber,ier,https://utoronto.scholaris.ca/server/api/core/bitstreams/3f60b158-4252-45ce-b565-dbaa50520092/content,2024
None,No,Q1,,"Ward, Jacob; Michalek, Jeremy; Samaras, Constantine; Azevedo, Ines; Henao, Alejandro; Rames, Clement; Wenzel, Tom","[""Transportation network companies (ride-sharing firms) | Public transit access and use"", ""Transportation network companies (ride-sharing firms) | Private vehicle use"", ""Transportation network companies (ride-sharing firms) | Vehicle ownership costs""]",,"[""North America""]","[""United States""]",10.1016/j.isci.2020.101933,Fixed effects (incl. DiD),"[""Impact evaluations""]",33241,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",ISCIENCE,,"[""2177"", ""2178"", ""2186""]","[""Public transit access and use"", ""Private vehicle use"", ""Vehicle ownership costs""]",Journal article,JOUR,33241,Published EGM,completed,"The Impact of Uber and Lyft on Vehicle Ownership, Fuel Economy, and Transit Across U.S. Cities",ier,https://www.cell.com/iscience/fulltext/S2589-0042(20)31130-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2589004220311305%3Fshowall%3Dtrue,2021
None,No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Zhiyun, Jiang","[""Transportation network companies (ride-sharing firms) | Public transit access and use"", ""Transportation network companies (ride-sharing firms) | Travel time, commuting and speed""]",,"[""North America""]","[""United States""]",No DOI,Fixed effects (incl. DiD),"[""Impact evaluations""]",34676,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",not applicable,,"[""2177"", ""2181""]","[""Public transit access and use"", ""Travel time, commuting and speed""]",Thesis,Thesis,34676,Published EGM,completed,Three Essays on Environmental Economics: Chapter 3 The Role of Ridesharing in Changing Urban Trip Patterns,ier,https://escholarship.org/uc/item/7sb1m7f5,2022
None,No,Q1,,"Li, Ziru; Liang, Chen; Hong, Yili; Zhang, Zhongju","[""Transportation network companies (ride-sharing firms) | Travel time, commuting and speed""]",,"[""North America""]","[""United States""]",10.1111/poms.13530,Fixed effects (incl. DiD),"[""Impact evaluations""]",33577,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",Production and Operations Management,,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,33577,Published EGM,completed,How Do On-demand Ridesharing Services Affect Traffic Congestion? The Moderating Role of Urban Compactness,ier,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2838043,2022
None,No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Ziru, Li; Hong, Yili; Zhang, Zhongju","[""Transportation network companies (ride-sharing firms) | Travel time, commuting and speed""]",,"[""North America""]","[""United States""]",,Fixed effects (incl. DiD),"[""Impact evaluations""]",33416,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",Proc. international conference on information systems,,"[""2181""]","[""Travel time, commuting and speed""]",Published working paper,RPRT,33416,Published EGM,completed,An Empirical Analysis of On-Demand Ride-Sharing and Traffic Congestion,ier,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2843301,2016
Cost-benefit/cost-effectiveness analyses,No,Q1,,"Tarduno, Matthew","[""Transportation network companies (ride-sharing firms) | Travel time, commuting and speed""]",,"[""North America""]","[""United States""]",10.1016/j.jue.2020.103318,Fixed effects (incl. DiD),"[""Impact evaluations""]",33507,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",Journal of Urban Economics,,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,33507,Published EGM,completed,The Congestion Costs of Uber and Lyft,ier,https://www.sciencedirect.com/science/article/abs/pii/S0094119020300899,2021
None,No,Q1,,"Ward, Jacob, W.; Michalek, Jeremy, J.; Azevedo, Inês, L.; Samaras, Constantine; Ferreira, Pedro","[""Transportation network companies (ride-sharing firms) | Private vehicle use"", ""Transportation network companies (ride-sharing firms) | Air pollution and greenhouse gases""]",,"[""North America""]","[""United States""]",10.1016/j.trc.2019.07.026,Fixed effects (incl. DiD),"[""Impact evaluations""]",34427,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",Transportation Research Part C: Emerging Technologies,,"[""2178"", ""2192""]","[""Private vehicle use"", ""Air pollution and greenhouse gases""]",Journal article,JOUR,34427,Published EGM,completed,"Effects of On-Demand Ridesourcing on Vehicle Ownership, Fuel Consumption, Vehicle Miles Traveled, and Emissions Per Capita in US States",ier,https://www.sciencedirect.com/science/article/abs/pii/S0968090X18316449?via%3Dihub,2019
None,No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Al Balawi, Ramah; Basak, Ecem; Tafti, Ali; Watson-Manheim, Mary Beth","[""Transportation network companies (ride-sharing firms) | Air pollution and greenhouse gases""]",,"[""North America""]","[""United States""]",,Fixed effects (incl. DiD),"[""Impact evaluations""]",33800,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",AMCIS 2020 PROCEEDINGS,,"[""2192""]","[""Air pollution and greenhouse gases""]",Published working paper,RPRT,33800,Published EGM,completed,Ride-Sharing Services and Environmental Sustainability: An Empirical Investigation of UberX Entry and Gas Emissions,ier,https://core.ac.uk/download/pdf/326836552.pdf,2020
None,No,Q1,,"Kong, Hui; Jin, Scarlett; Sui, Daniel","[""Transportation network companies (ride-sharing firms) | Air pollution and greenhouse gases""]",,"[""North America""]","[""United States""]",10.1016/j.trd.2023.103767,Fixed effects (incl. DiD),"[""Impact evaluations""]",33407,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33407,Published EGM,completed,Can Transportation Network Companies Improve Urban Air Quality?,ier,https://www.sciencedirect.com/science/article/pii/S1361920923001645?casa_token=G3nHiwwOwwMAAAAA:6ecdsUF50U5KbHRhacvwv9zXuvWD_x8JGvzXFZHo1JrFZ_sn40XM6oOFHdYqR8TgELfHDBpjCJs,2023
None,No,Q1,,"Bilgin, Pinar; Mattioli, Giulio; Morgan, Malcolm; Wadud, Zia","[""Transportation network companies (ride-sharing firms) | Private vehicle use""]",,"[""Europe and Central Asia""]","[""United Kingdom""]",10.1016/j.trd.2023.103674,Fixed effects (incl. DiD),"[""Impact evaluations""]",33245,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",,,"[""2178""]","[""Private vehicle use""]",Journal article,JOUR,33245,Published EGM,completed,The effects of ridesourcing services on vehicle ownership: The case of Great Britain,ier,https://www.sciencedirect.com/science/article/pii/S1361920923000718,2023
None,No,Q1,,"Dhanorkar, Suvrat; Burtch, Gordon","[""Transportation network companies (ride-sharing firms) | Private vehicle use""]",,"[""North America""]","[""United States""]",10.1287/trsc.2021.1077,Fixed effects (incl. DiD),"[""Impact evaluations""]",33344,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",TRANSPORTATION SCIENCE,,"[""2178""]","[""Private vehicle use""]",Journal article,JOUR,33344,Published EGM,completed,The Heterogeneous Effects of P2P Ride-Hailing on Traffic: Evidence from Uber's Entry in California,ier,https://pubsonline.informs.org/doi/10.1287/trsc.2021.1077,2022
None,No,Q1,,"Wu, Xiatian; Don, MacKenzie","[""Transportation network companies (ride-sharing firms) | Private vehicle use""]",,"[""North America""]","[""United States""]",10.1016/j.trd.2021.102816,Statistical matching,"[""Impact evaluations""]",33667,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,,"[""2178""]","[""Private vehicle use""]",Journal article,JOUR,33667,Published EGM,completed,Assessing the VMT effect of ridesourcing services in the US,ier,https://www.sciencedirect.com/science/article/abs/pii/S136192092100119X?via%3Dihub,2021
None,No,Q1,,"Widita, Alyas; Diwangkari, Andyan","[""Transportation network companies (ride-sharing firms) | Private vehicle use""]",,"[""East Asia and Pacific""]","[""Indonesia""]",10.1016/j.cstp.2022.01.017,Fixed effects (incl. DiD),"[""Impact evaluations""]",33664,"[""Lower middle income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",CASE STUDIES ON TRANSPORT POLICY,transportation network companies|| Vehicle Ownership|| Indonesia|| causal empiricism|| Panel data,"[""2178""]","[""Private vehicle use""]",Journal article,JOUR,33664,Published,completed,How Disruptive Is a Disruption? The Association Between TNCs and Vehicle Ownership in Urbanizing Indonesia,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/how-disruptive-is-a-disruption--the-association-between-tncs-and-vehicle-ownership-in-urbanizing-indonesia/33664,2022
None,No,Q2,,"Krishna, B. Ajay","[""Transportation network companies (ride-sharing firms) | Private vehicle use""]",,"[""South Asia""]","[""India""]",10.1108/JIBR-05-2023-0175,Fixed effects (incl. DiD),"[""Impact evaluations""]",33563,"[""Lower middle income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",,Ride-hailing services|| Transportation network companies|| Vehicle Ownership|| Urban transport policy|| Ride-sourcing impacts,"[""2178""]","[""Private vehicle use""]",Journal article,JOUR,33563,Published,completed,Ride-Hailing Services and Vehicle Ownership: Evidence From Indian Metropolitan Cities,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/ride-hailing-services-and-vehicle-ownership--evidence-from-indian-metropolitan-cities/33563,2024
None,No,Q1,,"Greenwood, Brad N.; Wattal Sunil","[""Transportation network companies (ride-sharing firms) | Transport safety""]",,"[""North America""]","[""United States""]",No DOI,Fixed effects (incl. DiD),"[""Impact evaluations""]",33380,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",MIS QUARTERLY,,"[""2183""]","[""Transport safety""]",Journal article,JOUR,33380,Published EGM,completed,Show Me the Way to Go Home: An Empirical Investigation of Ride Sharing and Alcohol Related Motor Vehicle Fatalities,ier,https://www.jstor.org/stable/26629641,2017
None,No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Martin-Buck VII, Frank","[""Transportation network companies (ride-sharing firms) | Transport safety"", ""Transportation network companies (ride-sharing firms) | Crime and citizen security""]",,"[""North America""]","[""United States""]",No DOI,Fixed effects (incl. DiD),"[""Impact evaluations""]",33590,"[""High income""]","[""2173""]","[""Transportation network companies (ride-sharing firms)""]",not applicable,,"[""2183"", ""2200""]","[""Transport safety"", ""Crime and citizen security""]",Thesis,Thesis,33590,Published EGM,completed,Driving Safety: An Empirical Analysis of Ridesharing’s Impact on Drunk Driving and Alcohol-Related Crime,ier,https://repositories.lib.utexas.edu/items/f71b4f33-4579-4c6e-81f0-42c39977722b,2017
