assigned_project_user,authors,cells,confidence_rating,continents,countries,doi,evidence_types,id,intervention_ids,intervention_labels,journal_name,keywords_string,outcome_ids,outcome_labels,publication_of_type,publication_of_type_short,record_id,status,study_status,title,type,url,year_of_publication
,"Wilson, Riley; Miller, Sebastian","[""Circulation restrictions, non-price based | Private vehicle use""]",,"[""North America""]","[""United States""]",10.18235/0000205,"[""Impact evaluations""]",33666,"[""2172""]","[""Circulation restrictions, non-price based""]",IDB Working Paper Series,,"[""2178""]","[""Private vehicle use""]",Published working paper,RPRT,33666,Published EGM,Completed,Parking Taxes as a Second Best Congestion Pricing Mechanism,ier,https://publications.iadb.org/handle/11319/7290,2015
,"Xiao, Christina; Sinclair, Nikita; Saunders, Lucy; Panter, Jenna","[""Circulation restrictions, non-price based | Private vehicle use"", ""Circulation restrictions, non-price based | Other transport infrastructure access and use""]",,"[""Europe and Central Asia""]","[""United Kingdom""]",10.1016/j.jth.2023.101658,"[""Impact evaluations""]",33668,"[""2172""]","[""Circulation restrictions, non-price based""]",JOURNAL OF TRANSPORT & HEALTH,,"[""2178"", ""2180""]","[""Private vehicle use"", ""Other transport infrastructure access and use""]",Journal article,JOUR,33668,Published EGM,Completed,Evaluating the impact of low traffic neighbourhoods in areas with low car ownership: A natural experimental evaluation,ier,https://www.sciencedirect.com/science/article/pii/S2214140523000944,2023
,"Moncada, Carlos A; Bocarejo, Juan P; Escobar, Diego A","[""Circulation restrictions, non-price based | Private vehicle use""]",,"[""Latin America and Caribbean""]","[""Colombia""]",10.4067/S0718-07642018000100161,"[""Impact evaluations""]",33425,"[""2172""]","[""Circulation restrictions, non-price based""]",Información tecnológica,vehicle restriction|| transportation policies|| congestion control|| automotive driving,"[""2178""]","[""Private vehicle use""]",Journal article,JOUR,33425,Published,Completed,Evaluación de Impacto en la Motorización como Consecuencia de las Políticas de Restricción Vehicular: Aproximación Metodológica para el Caso de Bogotá y Villavicencio - Colombia,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluación-de-impacto-en-la-motorización-como-consecuencia-de-las-políticas-de-restricción-vehicular--aproximación-metodológica-para-el-caso-de-bogotá-y-villavicencio---colombia/33425,2018
,"Carrillo, Paul E.; Lopez-Luzuriaga, Andrea; Malik, Arun S.","[""Circulation restrictions, non-price based | Crime and citizen security""]",,"[""Latin America and Caribbean""]","[""Ecuador""]",10.1016/j.jpubeco.2018.05.007,"[""Impact evaluations""]",10736,"[""2172""]","[""Circulation restrictions, non-price based""]",Journal of Public Economics,Crime|| Difference- In-Differences|| regression discontinuity|| crime displacement,"[""2200""]","[""Crime and citizen security""]",Journal article,JOUR,10736,Published,Completed,Pollution or crime: The effect of driving restrictions on criminal activity,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/pollution-or-crime--the-effect-of-driving-restrictions-on-criminal-activity/10736,2018
,"Lindenbergh, Viviane, M.; Kleemans, Edward, R.; Ferwerda, Joras","[""Circulation restrictions, non-price based | Crime and citizen security""]",,"[""Europe and Central Asia""]","[""Netherlands""]",10.1007/s10610-020-09472-1,"[""Impact evaluations""]",33863,"[""2172""]","[""Circulation restrictions, non-price based""]",EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH,,"[""2200""]","[""Crime and citizen security""]",Journal article,JOUR,33863,Published EGM,Completed,"Activities, Access Control, and Crime: a Quasi-Experimental Study Regarding Entry Gates at Train Stations in the Netherlands",ier,https://link.springer.com/article/10.1007/s10610-020-09472-1,2021
,"Bamford, Iain","[""Circulation restrictions, non-price based | Economic activity""]",,"[""Europe and Central Asia""]","[""Germany""]",No DOI,"[""Impact evaluations""]",33280,"[""2172""]","[""Circulation restrictions, non-price based""]",Columbia University,,"[""2202""]","[""Economic activity""]",Thesis,Thesis,33280,Published EGM,Completed,Pedestrianization and Business Visits: Evidence from NYC Open Streets,ier,https://academiccommons.columbia.edu/doi/10.7916/tm7n-ba52,2022
,"Bedoya-Maya, F.; Calatayud, A.","[""Urban roads | Travel time, commuting and speed""]",,"[""Latin America and Caribbean""]","[""Argentina""]",10.1057/s41278-022-00231-z,"[""Impact evaluations""]",23198,"[""2159""]","[""Urban roads""]",Other,Port-City|| infrastructure|| Congestion|| Impact evaluation|| big data|| Latin America.,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,23198,Published,Completed,Enhanced Port-City Interface Through Infrastructure Investment: Evidence From Buenos Aires,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/enhanced-port-city-interface-through-infrastructure-investment--evidence-from-buenos-aires/23198,2022
,"Graham, Daniel J.; McCoy, Emma J.; Stephens, David A.","[""Urban roads | Travel time, commuting and speed""]",,"[""North America""]","[""United States""]",10.1080/01621459.2014.956871,"[""Impact evaluations""]",33538,"[""2159""]","[""Urban roads""]",JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,33538,Published EGM,Completed,Quantifying Causal Effects of Road Network Capacity Expansions on Traffic Volume and Density via a Mixed Model Propensity Score Estimator,ier,https://www.tandfonline.com/doi/abs/10.1080/01621459.2014.956871,2014
,"Hosking, Jamie; Mackie, Hamish; Macmillan, Alex; van der Werf, Bert; Smith, Melody; Witten, Karen; Woodward, Alistair","[""Urban roads | Private vehicle use"", ""Urban roads | Travel time, commuting and speed""]",,"[""East Asia and Pacific""]","[""New Zealand""]",10.1016/j.jth.2023.101601,"[""Impact evaluations""]",33392,"[""2159""]","[""Urban roads""]",Journal of Transport & Health,,"[""2178"", ""2181""]","[""Private vehicle use"", ""Travel time, commuting and speed""]",Journal article,JOUR,33392,Published EGM,Completed,Effects of Te Ara Mua-Future Streets Suburban Street Retrofit on Traffic Speed and Volume: Controlled Before-After Study.,ier,https://www.sciencedirect.com/science/article/abs/pii/S2214140523000373,2023
,"Gonzalez-Navarro, Marco; Quintana-Domeque, Climent","[""Urban roads | Private vehicle use"", ""Urban roads | Travel time, commuting and speed"", ""Urban roads | Transit affordability"", ""Urban roads | Land, housing, and rent prices and affordability"", ""Urban roads | Health access and outcomes"", ""Urban roads | Education access and outcomes"", ""Urban roads | Access to other goods and services"", ""Urban roads | Employment access and outcomes"", ""Urban roads | Trade and migration""]",,"[""Latin America and Caribbean""]","[""Mexico""]",10.1162/REST_a_00553,"[""Impact evaluations""]",6372,"[""2159""]","[""Urban roads""]",The Review of Economics and Statistics,Public Finance|| Infrastructure|| Mexico,"[""2178"", ""2181"", ""2185"", ""2194"", ""2196"", ""2197"", ""2198"", ""2201"", ""2203""]","[""Private vehicle use"", ""Travel time, commuting and speed"", ""Transit affordability"", ""Land, housing, and rent prices and affordability"", ""Health access and outcomes"", ""Education access and outcomes"", ""Access to other goods and services"", ""Employment access and outcomes"", ""Trade and migration""]",Journal article,JOUR,6372,Published,Completed,Paving Streets For The Poor: Experimental Analysis Of Infrastructure Effects,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/paving-streets-for-the-poor--experimental-analysis-of-infrastructure-effects/6372,2016
,"Chang, Huibin; Indra, Debarshi; Maiti, Abhradeep","[""Urban roads | Travel time, commuting and speed""]",,"[""North America""]","[""United States""]",10.1016/j.tra.2023.103733,"[""Impact evaluations""]",33317,"[""2159""]","[""Urban roads""]",Transportation Research Part A: Policy and Practice,,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,33317,Published EGM,Completed,Metropolitan Area Heterogeneity and the Impact of Road Infrastructure Improvements on VMT,ier,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4330362&utm_source=chatgpt.com,2023
,"Dong-ah, Choi; Ewing, Reid","[""Urban roads | Travel time, commuting and speed"", ""Urban roads | Transport safety""]",,"[""North America""]","[""United States""]",10.1016/j.jtrangeo.2021.103200,"[""Impact evaluations""]",33325,"[""2159""]","[""Urban roads""]",JOURNAL OF TRANSPORT GEOGRAPHY,,"[""2181"", ""2183""]","[""Travel time, commuting and speed"", ""Transport safety""]",Journal article,JOUR,33325,Published EGM,Completed,Effect of Street Network Design on Traffic Congestion and Traffic Safety,ier,https://www.sciencedirect.com/science/article/pii/S0966692321002532?casa_token=PGIvB0f6TNQAAAAA:UkDl3sU_r7HqqDQU3c-dUMfl3TTuDa8TI0NOlsm3-VKZF9-5ZiT2DoCDzMniozUeJ7u3_TJefQs,2021
,"Sorin, Jeanne","[""Urban roads | Travel time, commuting and speed"", ""Urban roads | Land, housing, and rent prices and affordability"", ""Urban roads | Economic activity""]",,"[""Sub-Saharan Africa""]","[""Uganda""]",NO DOI,"[""Impact evaluations""]",34489,"[""2159""]","[""Urban roads""]",International Growth Center (IGC) Working Paper Series,"road upgrading|| Kampala|| ,Uganda","[""2181"", ""2194"", ""2202""]","[""Travel time, commuting and speed"", ""Land, housing, and rent prices and affordability"", ""Economic activity""]",Published working paper,RPRT,34489,Published,Completed,Public Roads on Private lands: Land Costs and Optimal Road Improvements in Urban Uganda,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/public-roads-on-private-lands--land-costs-and-optimal-road-improvements-in-urban-uganda/34489,2025
,"Anupriya; Bansal, Prateek; Graham, Daniel J.","[""Urban roads | Travel time, commuting and speed""]",,"[""Multi-continent""]","[""Multi-country""]",10.1016/j.tra.2023.103726,"[""Impact evaluations""]",33803,"[""2159""]","[""Urban roads""]",Transportation Research Part A: Policy and Practice,,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,33803,Published EGM,Completed,Congestion in Cities: Can Road Capacity Expansions Provide a Solution?,ier,https://www.sciencedirect.com/science/article/pii/S0965856423001465,2023
,"Kanitpong, Kunnawee; Ekpanyapong, Mongklol; Inmor, Thanchanok","[""Urban roads | Travel time, commuting and speed""]",,"[""East Asia and Pacific""]","[""Thailand""]",10.1016/j.jsr.2023.10.006,"[""Impact evaluations""]",33397,"[""2159""]","[""Urban roads""]",JOURNAL OF SAFETY RESEARCH,Speed Control Measures|| point-to-point cameras|| THAILAND,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,33397,Published,Completed,Evaluation of Point-to-Point Speed Cameras to Control Speeding Behavior in Thailand,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluation-of-point-to-point-speed-cameras-to-control-speeding-behavior-in-thailand/33397,2024
,"Bock, Margaret","[""Urban roads | Travel time, commuting and speed"", ""Urban roads | Transport safety""]",,"[""North America""]","[""United States""]",No DOI,"[""Impact evaluations""]",33301,"[""2159""]","[""Urban roads""]",West Virginia University,,"[""2181"", ""2183""]","[""Travel time, commuting and speed"", ""Transport safety""]",Thesis,Thesis,33301,Published EGM,Completed,The Road Less Traveled: Economic Analysis of Roads and Highways,ier,https://researchrepository.wvu.edu/etd/8128/,2021
,"Lawrence, Brendan; Fildes, Brian; Thompson, Luke; Cook, Jzanelle; Newstrad, Stuart","[""Urban roads | Travel time, commuting and speed""]",,"[""East Asia and Pacific""]","[""Australia""]",10.1080/15389588.2021.1895990,"[""Impact evaluations""]",33832,"[""2159""]","[""Urban roads""]",TRAFFIC INJURY PREVENTION,,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,33832,Published EGM,Completed,"Evaluation of the 30 km/h Speed Limit Trial in the City of Yarra, Melbourne, Australia",ier,https://www.tandfonline.com/doi/abs/10.1080/15389588.2021.1895990,2020
,"Gupta, Manisha; Bandyopadhyay, Souvik K","[""Urban roads | Travel time, commuting and speed"", ""Urban roads | Transport safety""]",low,"[""Multi-continent""]","[""Multi-country""]",10.3389/frsc.2020.00010,"[""Low confidence reviews""]",34685,"[""2159""]","[""Urban roads""]",Other,Enforcement|| Road Safety|| Fatality|| Injury|| Motorcycle|| Pedestrian,"[""2181"", ""2183""]","[""Travel time, commuting and speed"", ""Transport safety""]",Journal article,JOUR,34685,Published,Completed,Regulatory and Road Engineering Interventions for Preventing Road Traffic Injuries and Fatalities Among Vulnerable Road Users in Low- and Middle-Income Countries: A Systematic Review,srr,https://developmentevidence.3ieimpact.org/search-result-details/systematic-review-repository/regulatory-and-road-engineering-interventions-for-preventing-road-traffic-injuries-and-fatalities-among-vulnerable-road-users-in-low--and-middle-income-countries--a-systematic-review/34685,2020
,"Asturias, Jose; García-Santana, Manuel; Ramos, Roberto","[""Urban roads | Transit affordability"", ""Urban roads | Financial performance"", ""Urban roads | Employment access and outcomes"", ""Urban roads | Economic activity""]",,"[""South Asia""]","[""India""]",10.1093/jeea/jvy039,"[""Impact evaluations""]",33514,"[""2159""]","[""Urban roads""]",JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,Highways|| India|| Welfare Impacts,"[""2185"", ""2190"", ""2201"", ""2202""]","[""Transit affordability"", ""Financial performance"", ""Employment access and outcomes"", ""Economic activity""]",Journal article,JOUR,33514,Published,Completed,COMPETITION AND THE WELFARE GAINS FROM TRANSPORTATION INFRASTRUCTURE: EVIDENCE FROM THE GOLDEN QUADRILATERAL OF INDIA,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/competition-and-the-welfare-gains-from-transportation-infrastructure--evidence-from-the-golden-quadrilateral-of-india/33514,2019
,"Mora-Quiñones, Camilo; Fransoo, Jan C.; Velázquez-Martínez, Josué; Cárdenas-Barrón, Leopoldo; Escamilla, Rafael","[""Urban roads | Air pollution and greenhouse gases"", ""Urban roads | Noise pollution""]",,"[""Latin America and Caribbean""]","[""Mexico""]",10.1016/j.trd.2024.104486,"[""Impact evaluations""]",33427,"[""2159""]","[""Urban roads""]",TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,Field Experiments|| Loading-unloading zones|| Last-mile logistics|| EMERGING markets,"[""2192"", ""2193""]","[""Air pollution and greenhouse gases"", ""Noise pollution""]",Journal article,JOUR,33427,Published,Completed,Assessing the Impact of Loading-Unloading Zones in Emerging Markets: Evidence from Mexico,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/assessing-the-impact-of-loading-unloading-zones-in-emerging-markets--evidence-from-mexico/33427,2024
